cualidades	13664_11991_000051	14.52	15.14
cualquier	13697_11991_000028	9.54	9.92
cualquiera	7433_7613_000108	12.76	13.24
cuan	11048_9358_000028	1.88	2.16
cuando	13697_11991_000107	2.38	2.62
cuanta	6201_4369_000067	11.84	12.12
cuantas	3946_12758_003096	16.52	16.82
cuanto	10206_9503_000185	4.14	4.46
cuantos	5922_4006_000007	8.4	8.78
cuartel	12689_12700_000088	2.24	2.78
cuarteles	12953_12700_000011	4.88	5.44
cuarto	6201_4369_000086	8.86	9.26
cuartos	12367_13208_002391	3.88	4.26
cuatro	11040_9310_000052	6.52	6.72
cuatrocientas	2262_2162_000004	4.77	5.62
cuatrocientos	7393_6686_000421	12.26	13.12
cuba	5168_4369_000415	6.22	6.558
cubeta	10982_9310_000013	8.88	9.38
cubierta	10256_10604_000022	11.84	12.46
cubiertas	2363_2162_000098	3.74	4.54
cubierto	3553_2162_000000	7.8	8.28
cubiertos	2262_2162_000011	8.9	9.5
cubos	1447_2162_000131	17.36	17.9
cubra	452_567_000244	7.9	8.26
cubren	6447_4369_000100	5.12	5.598
cubriendo	13690_14644_000004	15.04	15.4
cubrir	452_567_000244	4.18	4.6
cubrirse	2305_1378_000001	15.44	15.98
cubrió	8060_7405_000113	12.42	12.76
cubrióse	1512_1378_000204	0.61	1.16
cubría	383_567_000496	4.16	4.7
cubrían	8882_10139_002126	11.88	12.36
cuchara	2262_2162_000055	4.22	4.68
cuchilla	2305_1378_000208	13.1	13.68
cuchillas	2262_2162_000014	13.02	13.86
cuchillo	6453_4006_000035	9.44	9.88
cucurucho	2285_2162_000517	6.31	7.46
cuece	3290_3105_000034	10.64	10.98
cuelga	2285_2162_000273	1.12	1.7
cuello	10206_9503_000215	7.64	7.96
cuenca	2305_1378_000122	10.94	11.28
cuencas	11064_10604_000016	8.98	9.62
cuenta	5511_4369_000160	1.9	2.5
cuentan	675_567_000341	4.42	4.86
cuentas	10206_9951_000012	17.14	17.76
cuente	11048_12389_000011	10.88	11.8
cuento	675_567_000341	2.08	2.52
cuentos	6156_4006_000020	14.06	14.38
cuerda	6447_9310_000026	0.36	0.68
cuerdo	3946_7779_001608	12.32	12.58
cuerdos	677_567_000278	4.48	5.0
cuerno	10246_11832_001132	4.12	4.54
cuero	12367_13797_000523	9.94	10.24
cueros	407_567_000454	11.04	11.52
cuerpo	3946_9503_000901	15.72	16.16
cuerpos	6453_4006_000045	9.86	10.42
cuervo	7433_5079_000650	9.1	9.44
cuervos	2305_1378_000172	16.42	16.9
cuesta	8304_7613_000042	16.34	16.76
cuestas	5168_4369_000141	7.32	7.68
cuestiones	11694_11957_000041	13.5	14.18
cuestión	11694_11957_000042	7.14	7.46
cueva	3553_2162_000017	15.86	16.18
cuezo	8060_9503_000012	7.56	8.0
cuida	10246_13883_000447	3.72	3.98
cuidado	5168_4369_000082	1.46	1.8
cuidador	2285_2162_000272	10.48	11.18
cuidados	383_567_000032	5.98	6.48
cuidadosamente	5168_4006_000002	13.64	14.44
cuidando	103_1946_001950	2.8	3.12
cuidao	8688_8509_000126	3.08	3.58
cuidar	13697_11991_000010	9.18	9.48
cuidó	7393_6686_000533	11.14	11.5
cuita	677_567_000414	2.16	2.62
cuitado	2363_1378_000401	4.74	5.32
culebra	2363_2162_000120	3.22	3.76
culinario	12367_13208_001848	9.2	9.62
culpa	3290_3105_001898	5.66	6.36
culpable	7393_6686_000459	9.74	10.24
culpas	6447_4369_000133	14.18	14.7
cultiva	2285_2162_000578	3.54	4.48
culto	8881_8550_000869	1.68	2.238
cultos	103_1946_001899	10.92	11.32
cumbre	383_567_000246	2.85	3.26
cumpla	6447_4369_000211	6.94	7.26
cumple	441_567_000213	2.34	2.84
cumplida	3946_5457_000720	16.34	16.72
cumplido	7560_5079_000069	11.86	12.32
cumpliendo	11228_10604_000011	16.46	17.2
cumplieron	10982_9310_000037	13.78	14.28
cumplimiento	1853_2701_000162	11.84	12.38
cumplir	12428_12700_000006	14.88	15.42
cumplirlo	675_567_000168	2.29	3.04
cumplirá	677_567_000499	6.178	6.84
cumplió	12367_13403_000821	6.56	6.96
cumplía	8060_7405_000084	9.5	10.0
cumplían	3136_2162_000155	9.5	10.08
cuna	11797_13067_000305	15.362	15.58
cundido	13697_11991_000050	1.94	2.44
cupo	101_567_000043	1.04	1.46
cura	441_567_000170	3.36	3.72
curación	13697_11991_000163	14.82	15.24
curado	407_567_000726	17.32	17.76
curarle	6447_4369_000075	2.42	2.86
curas	5922_4006_000018	3.28	3.6
cure	3136_2577_000582	2.82	3.12
curiosamente	8313_7613_000065	4.18	4.98
curiosas	10827_9358_000005	10.72	11.72
curiosidad	10982_9310_000008	18.38	18.86
curiosos	6453_4006_000045	12.56	13.16
curo	2363_1378_000244	9.4	9.72
cursado	101_567_000272	4.62	5.34
cursar	6201_4369_000147	3.5	3.88
curso	13664_11991_000507	16.02	16.3
curva	2363_2162_000098	7.84	8.28
custodiadas	8881_8550_000992	5.538	6.2
custodiar	12689_12700_000184	5.12	5.68
cuy	12689_12700_000033	11.66	11.92
cuya	677_567_000338	6.34	6.54
cuyas	10827_11991_000141	11.94	12.3
cuyo	8060_9503_000083	4.34	4.62
cuyos	12689_12700_000175	6.46	6.78
cuál	13697_11991_000061	1.74	2.06
cuáles	10982_9310_000038	4.56	4.82
cuán	1512_1378_000256	11.86	12.12
cuándo	3946_5425_000827	7.5	7.88
cuántas	8304_7613_000168	17.58	18.42
cuánto	12091_11957_000004	1.6	2.46
cuántos	7433_7405_000217	9.33	10.08
cuéntame	6201_4369_000223	9.2	9.9
cuñada	8304_7613_000165	15.18	15.62
cuñado	5051_4006_000081	6.54	6.9
cádiz	8881_8550_000729	10.02	10.66
cálculos	12692_11991_000035	6.56	7.02
cálido	11694_11957_000008	10.5	11.02
cáncer	4817_4006_000035	16.34	16.9
cándida	10206_9503_000076	9.1	9.48
cápsulas	9972_11957_000053	7.24	7.9
cárcel	5863_4006_000020	10.68	10.94
cárceles	11135_11957_000001	6.74	7.42
cárdenas	6447_4369_000035	3.76	4.26
cáñamo	8882_9539_001437	15.0	15.58
célebre	7393_6686_000760	0.46	0.98
célebres	3946_5012_000889	5.64	6.1
césar	8881_8550_000869	10.24	10.846
césped	6768_5079_000159	10.58	11.14
círculo	6768_5079_000056	6.48	6.92
cívica	8677_10604_000240	1.98	2.78
código	3136_2577_000116	1.52	1.82
cólera	3136_2577_000228	8.18	8.56
cómo	101_567_000132	4.78	5.14
cómoda	10206_9503_000057	15.06	15.5
cómodo	452_567_000065	7.5	7.96
cóncava	10903_10604_000001	1.74	2.72
córdoba	452_567_000157	11.46	11.84
córdova	3946_7779_001608	2.52	3.08
cúpula	2285_2162_000397	16.56	17.02
d	12689_12700_000024	1.17	1.82
da	2262_2162_000023	4.314	5.214
daba	2305_1378_000157	0.36	0.56
daban	5922_4006_000024	6.08	6.3
dable	8882_10139_002485	10.48	10.92
daca	1512_1378_000145	6.5	6.72
dacia	12953_12700_000010	5.7	6.3
dada	2675_1378_000114	3.56	3.86
dadas	441_567_000378	1.38	1.92
dadme	675_567_000164	6.32	6.64
dado	677_567_000154	0.98	1.38
dais	8688_9310_000030	1.04	1.34
dale	4064_1378_000046	10.26	10.5
dalle	383_567_000008	9.38	9.82
dama	12367_13285_001513	6.32	6.56
damas	8688_8509_000080	2.24	2.66
dame	8304_7613_000130	11.38	12.14
damos	10206_9310_000109	1.46	1.82
dando	5922_4006_000038	1.56	1.82
dandy	12341_12700_000294	6.56	6.8
dar	1474_1378_000199	6.5	6.72
dardo	8882_11131_000027	5.96	7.0
daria	12689_12700_000228	9.56	10.0
dario	101_567_000345	6.36	6.8
darla	383_567_000121	14.88	15.3
darle	2262_2162_000030	11.62	11.94
darles	6201_4369_000237	3.98	4.34
darnos	11410_10604_000064	13.3	13.66
darse	11135_11957_000036	10.16	10.46
darte	103_1946_001841	9.78	10.04
dará	675_567_000466	3.4	3.62
darán	9063_10604_000101	11.48	12.14
darás	1853_1378_000088	6.02	6.52
daré	2363_1378_000419	17.26	17.6
daría	441_567_000039	12.38	12.82
das	11410_10604_000051	0.54	0.7
datos	11694_11957_000036	1.2	1.5
david	10013_9951_000011	12.82	13.36
daño	8060_7405_000084	7.42	7.76
de	6447_4369_000278	5.336	5.886
debajo	10246_12300_001059	2.62	2.98
debate	12091_11957_000026	7.5	7.96
debe	1474_1378_000101	1.64	1.96
debemos	2305_1378_000128	7.84	8.2
deben	5168_5079_000017	5.08	5.36
deber	13664_11991_000058	3.5	3.76
deberes	11797_12198_000801	2.9	3.24
debería	9972_14147_001493	5.98	6.48
debes	675_567_000051	1.88	2.28
debido	8060_9503_000028	4.74	5.06
debidos	10827_11991_000244	8.38	8.88
debiendo	13690_11991_000078	8.69	9.44
debiera	6615_11957_000006	5.26	6.1
debieron	677_567_000360	7.96	8.32
debilidad	11553_11957_000003	6.98	7.62
debilita	11040_9310_000030	4.5	5.16
debilitada	6447_4369_000207	8.02	8.64
debió	1512_1378_000248	4.28	4.58
debo	9648_9358_000012	17.0	17.38
debéis	6447_4369_000136	1.08	1.34
debía	103_567_000058	9.88	10.2
decadencia	6615_11957_000072	1.66	2.2
decantada	677_567_000009	14.35	15.0
decantadas	3946_5012_000455	7.28	7.9
decaído	5051_4006_000032	13.88	14.5
decencia	6453_4006_000031	2.68	3.16
decente	3136_2612_000213	8.44	8.9
decide	8881_8550_001384	5.82	6.32
decidida	10982_9310_000026	5.0	5.6
decididamente	12091_11957_000029	1.52	2.24
decidido	8688_8509_000082	4.28	4.88
decidieron	8313_7613_000035	13.68	14.2
decidir	9972_14016_000064	1.72	2.3
decidme	9063_9310_000011	9.9	10.42
decir	2262_2162_000027	2.72	3.06
decirle	6201_4369_000209	13.76	14.24
decirles	2675_1378_000429	13.24	13.8
decirme	1853_1378_000350	5.12	5.62
deciros	5051_5079_000095	3.58	4.0
decirse	2285_2162_000106	2.86	3.62
decirte	383_567_000127	2.74	3.58
decis	11040_9310_000007	14.76	15.12
decisivo	13664_11991_000156	10.3	10.98
decisión	13697_11991_000031	13.72	14.24
declara	6201_4369_000231	4.44	4.82
declarada	1512_1378_000234	3.16	3.68
declaradas	3290_3105_000813	8.04	8.78
declarado	8060_7405_000118	3.12	3.64
declarar	8060_7405_000205	1.3	1.72
declararon	10191_9310_000001	7.02	7.88
declaró	1512_1378_000252	3.9	4.34
declinar	5168_4369_000260	1.18	1.76
decorada	12367_13797_000422	5.58	6.06
decorado	10827_11991_000073	7.24	7.8
decía	5047_4006_000008	2.66	3.5
decían	2285_2162_000533	14.4	14.9
dedal	6201_4369_000151	1.36	1.68
dedicaba	8881_8550_000352	0.44	1.04
dedicado	9972_14147_001605	2.1	2.58
dedicar	13664_11991_000388	15.88	16.38
dedicaron	13697_11991_000067	11.55	12.3
dedicarse	12689_12700_000239	11.4	12.1
dedico	7393_6686_001281	5.62	6.02
dedo	10982_9310_000014	13.96	14.302
dedos	10246_11240_001698	9.14	9.4
deducir	10827_11991_000062	10.84	11.48
defecto	11048_9358_000087	9.62	10.36
defectos	8688_8509_000061	7.9	8.574
defender	6447_4369_000054	7.46	7.82
defenderse	3553_2162_000011	10.68	11.38
defendida	12341_12700_000134	13.44	14.14
defendiendo	2305_1378_000133	8.28	8.84
defensa	3946_5425_000377	3.74	4.2
defensivas	4064_1378_000014	8.28	9.08
defensor	4817_4006_000002	9.2	9.76
defensores	12689_12700_000061	9.12	10.12
deficiencias	11135_11957_000040	13.14	14.38
defiende	8881_8550_000659	10.58	11.24
definida	3136_2577_000404	5.56	6.12
definitiva	12692_11991_000035	9.46	10.06
definitivamente	8304_7613_000108	11.76	12.96
definitivo	13664_11991_000180	11.84	12.44
degollar	5047_4006_000026	3.7	4.28
degradado	10982_9310_000039	16.56	17.1
dehesas	103_1946_001474	4.54	5.06
dei	12341_12700_000504	9.9	10.02
deja	12367_13797_001086	1.96	2.16
dejaba	5047_4006_000022	0.78	1.24
dejaban	2363_1378_000580	9.16	9.62
dejad	5863_4006_000004	5.09	5.4
dejadme	8060_7405_000246	14.69	15.44
dejado	7560_5079_000024	1.52	1.9
dejamos	11410_10604_000071	6.02	6.52
dejan	8688_8509_000080	7.0	7.34
dejando	11410_10604_000064	1.5	2.1
dejar	6447_4369_000211	13.36	13.64
dejara	13697_11991_000046	4.04	4.38
dejarle	6447_4369_000286	8.52	8.94
dejarlos	3290_3105_000691	4.08	4.48
dejarme	13690_14644_000084	0.94	1.46
dejarnos	11040_9310_000044	2.44	3.02
dejaron	1853_1378_000431	2.6	3.14
dejarse	5922_4006_000030	9.94	10.34
dejarte	383_567_000085	11.8	12.38
dejaré	8882_10470_001401	3.34	3.92
dejas	7560_5079_000033	7.3	7.64
dejaste	9063_10604_000143	10.74	11.46
deje	2305_1378_000173	13.98	14.18
dejemos	1853_1378_000327	8.48	8.96
dejen	677_1378_000227	8.0	8.28
dejes	10256_10604_000042	11.66	11.96
dejo	8304_7613_000130	5.72	6.0
dejándome	6768_5079_000167	16.45	17.0
dejé	6447_4369_000303	3.96	4.28
del	12367_13208_002391	5.56	6.206
dela	8060_9503_000022	1.38	1.6
delantal	5511_4369_000081	8.52	9.14
delante	8881_8550_001418	11.16	11.64
delantera	1512_1378_000166	15.16	15.66
deleitar	1447_567_000084	13.62	14.3
deleite	3946_6907_003349	14.08	14.44
delfín	5863_4006_000016	6.42	6.84
delgada	11048_9358_000201	10.84	11.38
delgadas	2262_2162_000063	13.58	14.22
delgado	103_1946_001899	13.5	13.94
delgados	7560_5079_000064	3.2	3.76
delicada	383_567_000044	2.08	2.66
delicadas	12692_11991_000023	3.82	4.36
delicadeza	3553_2162_000008	12.42	13.14
delicadezas	1447_567_000108	12.48	13.28
delicado	9063_9358_000037	13.16	13.94
delicados	3290_2612_000011	2.46	2.98
delicia	12367_13208_003569	7.64	7.96
delicioso	12367_13285_000514	0.8	1.22
delincuencia	12953_12700_000001	7.49	8.24
delirios	7433_5079_000597	13.4	14.0
delitos	2305_1378_000001	7.3	7.8
della	2675_1378_000349	3.68	4.0
demanda	6447_4369_000136	11.22	11.71
demasiadas	6201_4369_000173	1.82	2.36
demasiado	10982_9310_000013	15.46	16.02
demasía	4064_1378_000166	1.84	2.48
deme	7393_6686_000638	1.7	2.44
demonio	8688_9310_000123	5.84	6.36
demonios	7393_6686_000322	7.66	8.286
demos	1512_1378_000079	7.28	8.0
demostraba	13690_11991_000017	1.84	2.72
demostraciones	5168_4369_000148	3.39	4.04
demostración	11694_11957_000016	7.32	8.0
demostrador	10246_14144_002505	15.4	16.14
demostrando	7433_5079_000755	8.4	9.26
demostrar	6615_11957_000037	5.94	6.78
demostrarle	12367_13797_000557	0.66	1.28
demás	3136_2577_000060	2.62	2.86
denomina	8688_9310_000062	15.26	15.66
denso	10678_10604_000000	11.54	12.16
dentadura	6156_4006_000015	3.58	4.06
dentista	8882_11576_000251	7.485	8.0
dentro	11410_10604_000072	1.4	1.7
denuncian	6615_11957_000011	0.34	0.94
denunciar	12692_11991_000000	1.32	1.78
departamento	6156_4006_000029	12.48	13.08
departamentos	6156_4006_000044	7.14	7.78
depende	11694_11957_000016	3.8	4.62
dependientes	3136_2612_000197	13.06	13.66
deponer	1853_1378_000071	14.68	15.12
deposita	6201_4369_000136	6.0	6.44
depositar	2363_1378_000313	15.72	16.32
depositario	6615_11957_000050	15.92	17.0
depura	10206_9310_000163	5.98	6.44
depurando	11064_10604_000001	7.26	8.0
depósito	11135_11957_000007	1.96	2.56
derecha	101_567_000020	4.08	4.78
derechas	675_567_000251	2.8	3.4
derecho	6768_5079_000093	11.46	11.82
derechos	5168_4369_000060	5.64	6.06
deriva	8313_7613_000020	6.98	7.38
derivado	6615_11957_000035	13.6	14.3
derrama	2285_2162_000410	5.28	6.2
derramaba	6447_4369_000144	16.16	16.7
derramada	383_567_000393	7.1	7.84
derramado	5511_4369_000078	12.98	13.5
derramados	11410_10604_000012	1.82	2.58
derramar	1474_1378_000083	4.28	4.88
derrame	10206_9503_000110	12.94	13.42
derramé	6447_4369_000310	3.24	4.08
derredor	7560_5079_000025	11.4	11.86
derretida	11545_10604_000007	3.23	4.28
derretido	9063_10604_000084	8.46	9.1
derribado	3290_1378_000016	4.9	5.6
derribar	452_567_000225	12.82	13.28
derribó	675_567_000248	8.34	8.8
derrota	1447_2162_000133	2.9	3.46
derrotado	1447_2162_000278	0.78	1.6
derruida	5051_5079_000040	7.6	8.12
derrumba	7433_5079_000519	5.78	6.28
derrumbar	12091_11957_000005	1.94	2.52
desabrochado	8688_9310_000150	5.61	6.16
desabrochar	677_1378_000157	15.28	15.72
desacertado	3136_2577_000051	3.99	4.74
desacomodado	6447_4369_000278	5.336	5.886
desafiar	10827_11991_000121	6.5	7.24
desagradables	10827_11991_000184	8.08	9.08
desagrado	12367_14286_000535	7.42	7.934
desahogada	13664_11991_000009	13.84	14.64
desalentado	8313_7613_000009	1.8	2.46
desaliento	12692_11991_000022	1.74	2.28
desalojados	3946_8578_001364	4.54	5.1
desamparado	12689_12700_000016	9.82	10.52
desamparados	8060_7405_000128	11.86	12.66
desapacible	8313_7613_000031	8.98	9.68
desaparecen	5051_5079_000044	5.32	5.98
desaparecer	8060_7405_000162	5.954	6.654
desaparecieron	8313_7613_000018	1.02	1.72
desapariciones	8313_7613_000016	9.17	9.92
desarbolado	5863_4006_000020	1.01	1.66
desarmados	11797_12198_000146	3.29	3.94
desarraigar	10206_10282_000063	15.418	16.318
desarraigará	10246_9951_000078	3.44	4.12
desarrollado	9972_14147_000889	8.7	9.38
desarrollar	10827_11991_000244	11.82	12.62
desarrollo	8313_7613_000047	3.8	4.3
desarrollándose	4817_4006_000027	11.95	12.6
desarrolló	8881_8550_001029	2.28	2.94
desarropado	12367_13066_000865	8.66	9.34
desastres	13690_14644_000042	8.52	9.04
desbaratada	675_567_000084	7.92	8.76
desbocado	6156_4006_000017	2.56	3.16
descalabrado	11797_12198_000146	5.01	5.66
descansada	5168_4369_000115	13.15	13.8
descansan	9063_10604_000055	8.06	9.46
descansando	10256_10604_000058	10.66	11.48
descansar	10246_12300_000450	15.1	15.62
descanso	101_567_000214	8.04	8.82
descansé	10246_11412_001100	6.78	7.36
descarga	10982_9310_000003	10.84	11.24
descarnadas	8688_9310_000143	4.92	5.62
descender	10206_10282_000112	12.06	12.68
descendido	9972_14344_000060	1.22	1.7
descendiente	7393_6686_001420	16.66	17.38
descendientes	9972_13008_000224	4.54	5.3
descendieron	8313_7613_000002	7.04	7.64
descendía	5047_4006_000023	3.6	4.14
desciende	11064_10604_000027	2.32	3.2
descifrar	1447_2162_000272	1.34	1.9
descompone	12091_11957_000013	15.74	16.72
descomposición	12091_11957_000016	6.62	7.82
descompuestos	407_567_000858	6.14	6.82
desconcertado	11135_11957_000029	9.12	10.04
desconfiado	8313_7613_000024	11.07	11.72
desconfianza	10827_11991_000186	3.38	4.42
desconoce	8688_8509_000096	7.06	7.66
desconocer	13664_11991_000289	9.04	9.94
desconocida	8882_10987_000919	15.24	16.22
desconocido	6156_4006_000001	14.5	15.16
desconocidos	7560_5079_000022	5.18	6.2
desconocía	13664_11991_000449	2.46	3.08
descontento	3290_3105_001106	7.5	8.2
descontentos	3290_2612_000011	5.14	5.94
describen	2363_2162_000047	10.18	10.8
describiendo	12367_13208_001293	13.94	14.74
describió	11040_9310_000011	7.305	8.02
descrita	13664_11991_000338	0.88	1.5
descubierta	675_567_000047	7.36	8.18
descubiertas	3136_2612_000148	9.7	10.6
descubierto	5511_4369_000097	12.3	13.02
descubre	407_567_000436	8.98	9.52
descubren	101_567_000302	10.16	10.74
descubridor	1474_1378_000140	7.95	8.9
descubriendo	407_567_000638	6.98	7.58
descubrieron	675_567_000240	17.48	18.22
descubrimiento	2285_2162_000618	4.3	5.24
descubrimos	441_567_000093	7.04	7.92
descubrir	11694_11957_000000	10.7	11.2
descubrirá	10206_10282_000066	13.92	14.76
descubrió	1512_1378_000155	0.4	0.9
descuida	2675_1378_000349	11.82	12.34
descuidada	13697_11991_000036	6.58	7.08
descuidado	6156_4006_000014	6.58	7.294
descuidados	11048_9358_000011	7.86	8.52
descuido	101_567_000145	1.78	2.48
desde	2305_1378_000067	7.62	7.84
desdeñado	2305_1378_000145	5.7	6.32
desdeñosa	13664_11991_000507	10.08	10.62
desdén	12341_12700_000468	7.14	7.52
desea	2305_1378_000143	7.7	8.286
deseaba	3946_7437_001459	8.04	8.38
deseaban	5511_4369_000150	18.38	18.814
deseadas	5511_4369_000097	6.06	6.66
deseado	10206_9503_000185	1.62	2.1
deseamos	5511_4369_000141	4.08	4.76
desean	1512_1378_000000	8.32	8.86
deseando	6768_5079_000172	16.22	16.72
desear	101_567_000302	5.66	6.1
deseas	383_567_000153	5.12	5.9
desechado	6615_11957_000080	7.16	7.76
desechar	383_567_000125	19.16	19.78
deseen	12091_11957_000009	11.22	11.74
desees	10246_11832_000739	1.24	1.68
desembarazar	407_567_000485	6.65	7.4
desembarco	10246_9503_000742	1.62	2.26
desembarcó	452_567_000070	1.57	2.32
desempeñadas	13697_11991_000146	10.86	11.46
desencadenada	12692_11991_000032	12.48	13.18
desencanto	7393_6686_000798	5.16	6.04
desengaño	407_567_000712	9.74	10.32
desenlace	11797_13113_000029	1.98	2.46
deseo	383_567_000395	11.34	11.92
deseos	12689_12700_000028	6.06	6.72
deseoso	8882_10667_002046	7.32	8.36
desesperación	2285_2162_000451	2.22	3.44
desesperada	383_567_000198	10.56	11.36
desesperadamente	3946_9503_000901	10.02	10.82
desesperados	407_567_000592	4.02	4.76
desesperarse	8882_10470_002456	6.06	7.12
desfallecida	12428_12700_000045	7.91	9.06
desfallecidas	7433_5079_000646	2.47	3.12
desfallecido	12953_12700_000014	1.06	1.9
desfallecidos	5047_4006_000023	11.88	12.86
desfigurado	3136_2577_000271	8.57	9.22
desfilan	11410_10604_000016	4.1	4.74
desgarrada	5863_4006_000007	9.44	10.06
desgarrar	5863_4006_000042	6.14	6.68
desgracia	101_567_000127	3.42	4.24
desgraciada	10206_9310_000145	6.98	7.838
desgraciadamente	12921_12700_000015	4.62	5.52
desgraciado	7393_6686_000798	1.24	2.0
desgraciados	9063_10604_000052	7.52	8.72
deshacer	8313_7613_000013	5.1	5.44
deshacerse	11797_13498_000143	16.66	17.46
deshecha	2262_2162_000009	0.45	1.06
deshecho	1474_1378_000123	9.74	10.38
deshizo	2285_2162_000583	2.02	2.76
deshojada	11048_12389_000016	13.82	14.6
deshonrado	383_567_000193	16.46	17.26
desiertas	103_1946_000420	2.68	3.34
desierto	7393_6686_001713	4.14	4.62
desiertos	11553_11957_000014	15.0	15.82
designa	7393_6686_001616	15.26	15.74
designó	10206_9503_000090	4.88	5.48
desigual	101_567_000272	17.2	17.74
desigualdad	2363_1378_000342	4.04	4.82
desiguales	383_567_000447	8.78	9.82
desleal	12953_12700_000019	8.44	9.02
desleído	452_567_000068	12.18	12.76
deslizado	12341_12700_000602	7.94	8.52
deslizarse	10246_13337_001558	10.3	10.94
deslumbrada	4064_1378_000097	3.52	4.4
deslumbrante	12689_12700_000148	5.8	6.96
desmayada	441_567_000164	3.48	4.24
desmayadas	7393_6686_001492	0.86	1.56
desmayados	1474_1378_000101	5.96	6.76
desmayar	8881_8550_000167	7.9	8.68
desmayo	6201_4369_000174	1.42	1.96
desmedido	13664_11991_000233	0.74	1.44
desmenuzadas	1474_1378_000029	8.3	9.12
desmán	6447_4369_000112	8.76	9.16
desnuda	11228_10604_000009	7.46	7.96
desnudado	6453_4006_000026	7.2	7.74
desnudar	452_567_000006	6.16	6.62
desnudas	8677_10604_000143	2.8	3.54
desnudo	11410_10604_000057	3.86	4.36
desocupada	10827_11991_000258	12.86	13.78
desocupado	407_567_000332	2.96	3.58
desoladas	6156_4006_000022	3.78	4.318
desorden	7433_5079_000271	7.48	8.0
desordenada	10982_9310_000044	14.89	15.54
despacho	677_567_000218	2.68	3.24
despacio	3136_2162_000208	5.4	5.92
despacito	8688_8509_000028	8.92	9.56
despecho	101_567_000074	14.66	15.4
despedazado	6156_4006_000033	6.05	6.7
despedida	8304_7613_000006	13.12	13.62
despedidas	13697_11991_000103	7.77	8.42
despedidos	10246_10857_001514	3.48	4.16
despedir	1474_1378_000078	10.12	10.7
despedirse	13690_11991_000058	7.22	7.82
despegar	7560_5079_000043	1.96	2.54
despejada	12367_11991_000212	11.14	11.7
despejado	12692_11991_000005	10.48	11.02
despensa	2305_1378_000109	15.7	16.18
despertaba	10827_11991_000204	12.74	13.66
despertado	8882_11131_000219	1.56	2.32
despertó	1447_2162_000316	14.89	15.74
despeñar	4064_1378_000059	4.5	5.12
despidió	6201_4369_000221	6.66	7.16
despierta	407_567_000269	13.32	13.9
desplegaba	11797_13196_001020	8.8	9.42
desplegadas	8313_7613_000046	8.36	9.054
desplegados	13697_11991_000086	9.57	10.22
despliega	8677_10604_000158	1.18	2.12
desplomada	8313_7613_000005	8.4	9.06
desplomarse	3946_12661_000329	12.48	13.04
despojadas	6768_5079_000159	1.16	1.64
despojos	5863_4006_000048	5.34	5.86
desposadas	6447_4369_000138	14.94	15.54
desposamos	5168_4369_000059	7.16	7.86
despreciable	11247_9358_000004	8.7	9.72
despreciado	13664_11991_000020	8.12	8.94
desprecio	5922_4006_000029	7.42	8.0
desprenden	7433_5079_000602	0.68	1.2
desprendido	8304_7613_000060	2.16	3.36
desproporcionado	10827_11991_000057	6.87	7.82
despuig	7393_6686_000653	10.72	11.22
después	12367_13403_000704	13.3	13.58
destaca	103_1946_001305	9.66	10.08
destacaban	6768_5079_000159	4.9	5.54
destacamento	3946_9503_000592	14.34	15.1
destacar	7433_5079_000623	13.38	13.98
destello	11064_10604_000015	9.28	10.02
desterradas	10256_10604_000003	7.18	8.0
desterrados	10206_9503_000467	1.2	1.86
destina	7560_5079_000054	7.62	8.1
destinada	3136_2577_000464	10.34	10.94
destinados	5051_5079_000082	1.762	2.24
destino	8688_8509_000151	1.48	1.9
destinos	8881_8550_000130	13.88	14.68
destreza	6156_4006_000021	3.04	3.58
destrozada	5922_4006_000041	8.614	9.214
destrozado	6453_4006_000053	3.02	3.56
destrozos	7393_6686_000120	8.78	9.42
destrucción	12367_12877_000002	10.36	10.88
destruidas	2363_9310_000025	9.32	10.1
destruidos	8060_9503_000022	6.18	6.94
destruir	8882_11438_002527	0.88	1.58
destruyen	5168_4369_000539	4.24	4.82
destruyendo	5051_5079_000018	1.64	2.32
destruí	8677_9951_000037	9.72	10.54
desunido	8060_9503_000044	11.84	12.36
desvalijar	12689_12700_000103	10.64	11.5
desvanecerse	13697_11991_000163	12.29	13.04
desvanecida	8313_7613_000045	6.74	7.52
desvanecidos	2675_1378_000232	8.54	9.3
desvariado	1512_1378_000150	6.42	6.94
desvariados	1853_1378_000201	9.38	10.08
detallada	13664_11991_000228	3.56	4.1
detalladas	13697_11991_000104	11.52	12.12
detalle	13697_11991_000081	4.14	4.44
detalles	13697_11991_000036	11.08	11.54
detención	8313_7613_000045	10.72	11.3
detener	1853_1378_000460	2.28	2.66
detenerle	7560_5079_000069	10.06	10.718
detenerme	1512_1378_000131	13.54	14.06
detenerse	11410_10604_000059	17.6	18.34
detenidamente	12692_11991_000031	4.26	5.0
detenidas	7433_7613_000859	4.98	5.6
detenido	5922_4006_000027	3.98	4.44
detenía	8060_7405_000286	3.22	3.68
determinación	6201_4369_000192	4.93	5.58
determinadas	3290_3105_000576	9.74	10.5
determinado	2305_1378_000208	5.42	6.04
determinante	11694_11957_000008	14.38	15.06
determinaron	5511_4369_000063	8.925	9.68
determino	6447_4369_000088	3.28	3.8
determiné	5168_4369_000607	3.7	4.18
determinó	101_567_000146	12.5	13.06
detestable	441_567_000157	10.36	11.18
detiene	8886_9951_000017	4.44	5.0
detienen	8313_7613_000014	1.06	1.52
